id,transactionHash,fromAddress,fromIsContract,toAddress,toIsContract,tokenAddress,blockTimestamp,blockNumber,blockID,tokenName,tokenSymbol,tokenDecimals,unitValue,tokenId,historicalUSD,assetId,chain
9a2c873c5ef37d2ffd3559239a7aece85e4c86d4712723cafa5e3f2dfee5adb6_0,9a2c873c5ef37d2ffd3559239a7aece85e4c86d4712723cafa5e3f2dfee5adb6,"{'address': 'TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': 'TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TGsaPtXRySKDPeZnekEoJHHCH2V21ajCro', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:15Z,61501489,0000000003aa7031f343ecddd68b98a27de6e51738584046f71a94420f680ed7,Tether USD,USDT,6,11,tether,11,,tron
0x40be33dbdc1c3ab634ee689d49e7f2977c03f4880d3a71a28b4bfcfd156fa370,0x40be33dbdc1c3ab634ee689d49e7f2977c03f4880d3a71a28b4bfcfd156fa370,"{'address': '0x290275e3db66394C52272398959845170E4DCb88', 'chain': 'polygon', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': '0x290275e3db66394C52272398959845170E4DCb88', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,"{'address': '0x9324A8A7204d8d46Ee1EC95C56470C4858e1472e', 'chain': 'polygon', 'isUserAddress': False, 'contract': False}",False,,external,2024-05-08T05:49:09Z,56711539,0x55194e77ed70aeb0738eb43c7e5a4687b1575681f93b5757163f30275013d388,Matic Token,MATIC,18,11.25,matic-network,7.748167499999999,polygon
5e4c447cc65bfa4e0f313cf50def9a33632168b0499cf3fe5de7e3a17f425ad9_0,5e4c447cc65bfa4e0f313cf50def9a33632168b0499cf3fe5de7e3a17f425ad9,"{'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TDDcPjZhn4hYERjUe7Yr3MbjZbx1PbnyuQ', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:09Z,61501487,0000000003aa702f0b8b7fdfc03e4afa515d9d06dcc7457776499eb95cfb9070,Tether USD,USDT,6,40,tether,40,,tron
2903b8517244c2fcf3bbcce347a7e9636cc536e3fb6fb1eda6c8c89f4388e4ca_0,2903b8517244c2fcf3bbcce347a7e9636cc536e3fb6fb1eda6c8c89f4388e4ca,"{'address': 'TQrY8tryqsYVCYS3MFbtffiPp2ccyn4STm', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TQrY8tryqsYVCYS3MFbtffiPp2ccyn4STm', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TPPQ46KJWzJawv4zsB1roXcE8SMHqyxSFo', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:09Z,61501487,0000000003aa702f0b8b7fdfc03e4afa515d9d06dcc7457776499eb95cfb9070,Tether USD,USDT,6,20.3,tether,20.3,,tron
4f2f74b90ba4d4f5cc6528b2284c9cafa57c74d7e3ed5e5e5c5ba7c1f66bf682_0,4f2f74b90ba4d4f5cc6528b2284c9cafa57c74d7e3ed5e5e5c5ba7c1f66bf682,"{'address': 'TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': 'TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TY9J2bRys5Wd4Dc2t4uoP7jhveh6ts4EGm', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:06Z,61501486,0000000003aa702e6e5373f0f097d0e0adcb88d468e59ea6f069037555d9dbb4,Tether USD,USDT,6,43857,tether,43857,,tron
9446f1c47affab2edd3efef9197c0f6037c2346f12db70f15f8898dd1b50875b,9446f1c47affab2edd3efef9197c0f6037c2346f12db70f15f8898dd1b50875b,"{'address': 'TAzsQ9Gx8eqFNFSKbeXrbi45CuVPHzA8wr', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TAzsQ9Gx8eqFNFSKbeXrbi45CuVPHzA8wr', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TNgkDWcZq8E3ZVUYcU9V7xavSk3LEyuusZ', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,,2024-05-08T05:49:06Z,61501486,0000000003aa702e6e5373f0f097d0e0adcb88d468e59ea6f069037555d9dbb4,Tron,TRX,6,50,tron,6.0696,,tron
c529f3c1e04f7533c91cd5e790fd951937c1ba2bfd63e90049a84132932e71da_0,c529f3c1e04f7533c91cd5e790fd951937c1ba2bfd63e90049a84132932e71da,"{'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TEyvFreeEdJjK9issE6AjJBhjq9BErKdhu', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:06Z,61501486,0000000003aa702e6e5373f0f097d0e0adcb88d468e59ea6f069037555d9dbb4,Tether USD,USDT,6,25.0086,tether,25.0086,,tron
e4f04b70d0b44f34ee04cc859622dc8be5ceb5977380848ac58048df391b9a24_0,e4f04b70d0b44f34ee04cc859622dc8be5ceb5977380848ac58048df391b9a24,"{'address': 'TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TMChAjQVJEmykD2xV7HyFbdthhi9qSAwps', 'chain': 'tron', 'arkhamLabel': {'name': 'Gate.io Deposit', 'address': 'TMChAjQVJEmykD2xV7HyFbdthhi9qSAwps', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:06Z,61501486,0000000003aa702e6e5373f0f097d0e0adcb88d468e59ea6f069037555d9dbb4,Tether USD,USDT,6,149.581062,tether,149.581062,,tron
0x3896c93f440e3f243d223dfa48afdf3420d9a754a26a23b20dba54549c20fcfa,0x3896c93f440e3f243d223dfa48afdf3420d9a754a26a23b20dba54549c20fcfa,"{'address': '0x082489A616aB4D46d1947eE3F912e080815b08DA', 'chain': 'polygon', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': '0x082489A616aB4D46d1947eE3F912e080815b08DA', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,"{'address': '0x71e12a1A074100B9292C466EF9fDE4029e0E1104', 'chain': 'polygon', 'isUserAddress': False, 'contract': False}",False,,external,2024-05-08T05:49:05Z,56711537,0x802c6ee0a9d757f5941a5597d36cf4f9bdb3cb0430113d87fa510f3ca88be13c,Matic Token,MATIC,18,207.92,matic-network,143.19990991999998,polygon
0x2eae66fa645d46b191543b82881c03ad5bd69fa3e6e64a5b494ec4b93d9af8a0,0x2eae66fa645d46b191543b82881c03ad5bd69fa3e6e64a5b494ec4b93d9af8a0,"{'address': '0x505e71695E9bc45943c58adEC1650577BcA68fD9', 'chain': 'polygon', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': '0x505e71695E9bc45943c58adEC1650577BcA68fD9', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,"{'address': '0x381043a8149664c641dD08e055c5cb4e7E73b6c7', 'chain': 'polygon', 'isUserAddress': False, 'contract': False}",False,,external,2024-05-08T05:49:05Z,56711537,0x802c6ee0a9d757f5941a5597d36cf4f9bdb3cb0430113d87fa510f3ca88be13c,Matic Token,MATIC,18,207.92,matic-network,143.19990991999998,polygon
